"filename", "language", "Rust", "PowerShell", "Infrastructure-As-Code", "Skill", "Python", "JavaScript", "PHP", "Ignore", "MS SQL", "TypeScript", "PostCSS", "XML", "JSON Lines", "JSON with Comments", "Log", "comment", "blank", "total"
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-extension-installations\initial\mountain-nomad-bc.pacify-x-vscode-0.5.0\src\ollamaProvider.js", "JavaScript", 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 108
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-extension-installations\initial\mountain-nomad-bc.pacify-x-vscode-0.5.0\src\pxBridge.js", "JavaScript", 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 155
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-extension-installations\initial\mountain-nomad-bc.pacify-x-vscode-0.5.0\src\runtimeBridge.js", "JavaScript", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 46
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-extension-installations\initial\mountain-nomad-bc.pacify-x-vscode-0.5.0\src\teamFabricManager.js", "JavaScript", 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 114
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-extension-installations\initial\mountain-nomad-bc.pacify-x-vscode-0.5.0\src\treeProvider.js", "JavaScript", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\inventories\user-original.json", "Rust", 928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 929
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\inventories\workspace-original.json", "Rust", 4258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4259
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\inventories\workspace-verified-copy.json", "Rust", 4258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4259
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\manifest.json", "Rust", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\SKILL.md", "Skill", 0, 0, 0, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 291
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\SKILL.md", "Skill", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 100
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\references\agentic-rft.md", "Infrastructure-As-Code", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 99
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\references\dataset-formats.md", "Infrastructure-As-Code", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 90
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\references\deployment.md", "Infrastructure-As-Code", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 89
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\references\evaluation.md", "Infrastructure-As-Code", 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 162
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\references\grader-design.md", "Infrastructure-As-Code", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 86
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\references\hyperparameters.md", "Infrastructure-As-Code", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 82
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\references\large-file-uploads.md", "Infrastructure-As-Code", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\references\platform-gotchas.md", "Infrastructure-As-Code", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 22
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\references\reward-hacking.md", "Infrastructure-As-Code", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 73
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\references\training-curves.md", "Infrastructure-As-Code", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 95
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\references\training-types.md", "Infrastructure-As-Code", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 71
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\references\vision-fine-tuning.md", "Infrastructure-As-Code", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 117
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\scripts\calibrate_grader.py", "Python", 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 39, 249
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\scripts\check_training.py", "Python", 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 28, 187
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\scripts\cleanup.py", "Python", 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 42, 269
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\scripts\common.py", "Python", 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 25, 198
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\scripts\convert_dataset.py", "Python", 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 35, 261
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\scripts\deploy_model.py", "Python", 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 45, 265
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\scripts\evaluate_model.py", "Python", 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 34, 296
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\scripts\generate_distillation_data.py", "Python", 0, 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 33, 255
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\scripts\monitor_training.py", "Python", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 19, 137
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\scripts\score_dataset.py", "Python", 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 28, 215
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\scripts\submit_training.py", "Python", 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 33, 266
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\scripts\validate\data_stats.py", "Python", 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 20, 157
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\scripts\validate\validate_dpo.py", "Python", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 102
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\scripts\validate\validate_rft.py", "Python", 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 23, 205
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\scripts\validate\validate_sft.py", "Python", 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24, 128
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\workflows\dataset-creation.md", "Infrastructure-As-Code", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 80
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\workflows\diagnose-poor-results.md", "Infrastructure-As-Code", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 40
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\workflows\full-pipeline.md", "Infrastructure-As-Code", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 93
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\workflows\iterative-training.md", "Infrastructure-As-Code", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 95
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\finetuning\workflows\quickstart.md", "Infrastructure-As-Code", 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 135
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\agent-optimizer\agent-optimizer.md", "Infrastructure-As-Code", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 52
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\agent-optimizer\references\azd-setup.md", "Infrastructure-As-Code", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 36
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\agent-optimizer\references\eval-yaml.md", "Infrastructure-As-Code", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 92
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\agent-optimizer\references\optimize-workflow.md", "Infrastructure-As-Code", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 61
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\agent-optimizer\references\python-patterns.md", "Infrastructure-As-Code", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 141
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\agent-optimizer\references\scaffold.md", "Infrastructure-As-Code", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 80
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\azd-guidance\azd-guidance.md", "Infrastructure-As-Code", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\azd-guidance\references\azd-ai-cli.md", "Infrastructure-As-Code", 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 161
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\cicd\cicd.md", "Infrastructure-As-Code", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\create-hosted.md", "Infrastructure-As-Code", 0, 0, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 327
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\create-prompt.md", "Infrastructure-As-Code", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 91
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\quick-start-hosted.md", "Infrastructure-As-Code", 0, 0, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 336
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\enable-incoming-a2a.md", "Infrastructure-As-Code", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 96
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\foundry-tool-catalog.md", "Infrastructure-As-Code", 0, 0, 544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 710
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\guardrails\guardrail-api-create.md", "Infrastructure-As-Code", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 87
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\guardrails\guardrail-attach.md", "Infrastructure-As-Code", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 104
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\guardrails\guardrail-manage.md", "Infrastructure-As-Code", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 59
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\local-run.md", "Infrastructure-As-Code", 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 169
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\sdk-operations.md", "Infrastructure-As-Code", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 48
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\skills\skill-attach.md", "Infrastructure-As-Code", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 139
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\skills\skill-manage.md", "Infrastructure-As-Code", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 129
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\skills\skill-toolbox-attach.md", "Infrastructure-As-Code", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 135
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\tools\prompt-agent\agent-tools.md", "Infrastructure-As-Code", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 47
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\tools\prompt-agent\tool-a2a.md", "Infrastructure-As-Code", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 23
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\tools\prompt-agent\tool-azure-ai-search.md", "Infrastructure-As-Code", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 70
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\tools\prompt-agent\tool-bing-grounding.md", "Infrastructure-As-Code", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 51
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\tools\prompt-agent\tool-code-interpreter.md", "Infrastructure-As-Code", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 25
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\tools\prompt-agent\tool-fabric-iq.md", "Infrastructure-As-Code", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 38
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\tools\prompt-agent\tool-file-search.md", "Infrastructure-As-Code", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 61
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\tools\prompt-agent\tool-function-calling.md", "Infrastructure-As-Code", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\tools\prompt-agent\tool-mcp.md", "Infrastructure-As-Code", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 67
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\tools\prompt-agent\tool-memory.md", "Infrastructure-As-Code", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 110
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\tools\prompt-agent\tool-openapi.md", "Infrastructure-As-Code", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 32
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\tools\prompt-agent\tool-web-search.md", "Infrastructure-As-Code", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 58
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\tools\prompt-agent\tool-work-iq.md", "Infrastructure-As-Code", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\references\use-toolbox-in-hosted-agent.md", "Infrastructure-As-Code", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 140
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\scripts\check-copilot-app-entry.ps1", "PowerShell", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 12, 61
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\scripts\check-copilot-app-entry.sh", "Infrastructure-As-Code", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 75
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\scripts\resolve-project-id.ps1", "PowerShell", 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 31, 198
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\scripts\resolve-project-id.sh", "Infrastructure-As-Code", 0, 0, 260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 297
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\scripts\verify-environment.ps1", "PowerShell", 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 27, 224
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\create\scripts\verify-environment.sh", "Infrastructure-As-Code", 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 166
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\deploy\deploy.md", "Infrastructure-As-Code", 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 329
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\eval-datasets\eval-datasets.md", "Infrastructure-As-Code", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 116
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\eval-datasets\references\dataset-comparison.md", "Infrastructure-As-Code", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 104
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\eval-datasets\references\dataset-curation.md", "Infrastructure-As-Code", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 103
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\eval-datasets\references\dataset-organization.md", "Infrastructure-As-Code", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 116
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\eval-datasets\references\dataset-versioning.md", "Infrastructure-As-Code", 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 182
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\eval-datasets\references\eval-lineage.md", "Infrastructure-As-Code", 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 128
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\eval-datasets\references\eval-regression.md", "Infrastructure-As-Code", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 122
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\eval-datasets\references\eval-trending.md", "Infrastructure-As-Code", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 96
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\eval-datasets\references\generate-seed-dataset.md", "Infrastructure-As-Code", 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 190
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\eval-datasets\references\trace-to-dataset.md", "Infrastructure-As-Code", 0, 0, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 396
"c:\Users\Ben\Downloads\bootstrap_project\Pacify-X\.px\preserved-skills\initial\user-original\microsoft-foundry\foundry-agent\invocations-ws\invocations-ws.md", "Infrastructure-As-Code", 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 176
